Name des Datensatzes:	BLOCK 2
Wiederholrate [ns]:	19.604
Zeit Shift [ns] (fest):	0.000
Offset (fest):	4.446

Komponente 1
tau [ns]:	5.907123
A:	0.010263
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
7.763672	-2.292683	8.227539	1728.000000	1729.674013	-0.040271
7.788086	4.707317	8.251953	1774.000000	1722.555341	1.221416
7.812500	6.707317	8.276367	1692.000000	1715.528337	-0.571993
7.836914	7.707317	8.300781	1785.000000	1708.519931	1.810211
7.861328	0.707317	8.325195	1708.000000	1701.561199	0.155798
7.885742	6.707317	8.349609	1716.000000	1694.620784	0.516099
7.910156	4.707317	8.374023	1665.000000	1687.708995	-0.556533
7.934570	10.707317	8.398437	1736.000000	1680.836097	1.323976
7.958984	4.707317	8.422852	1724.000000	1674.001931	1.204161
7.983398	6.707317	8.447266	1636.000000	1667.185568	-0.771014
8.007812	11.707317	8.471680	1655.000000	1660.428472	-0.133438
8.032227	6.707317	8.496094	1573.000000	1653.678476	-2.034198
8.056641	8.707317	8.520508	1705.000000	1646.977089	1.405197
8.081055	13.707317	8.544922	1680.000000	1640.313727	0.968246
8.105469	10.707317	8.569336	1624.000000	1633.574002	-0.237575
8.129883	7.707317	8.593750	1599.000000	1626.945151	-0.698847
8.154297	0.707317	8.618164	1595.000000	1620.322871	-0.634063
8.178711	3.707317	8.642578	1612.000000	1613.738289	-0.043295
8.203125	3.707317	8.666992	1599.000000	1607.139327	-0.203547
8.227539	1.707317	8.691406	1578.000000	1600.629889	-0.569677
8.251953	-0.292683	8.715820	1653.000000	1594.136915	1.447793
8.276367	5.707317	8.740234	1655.000000	1587.639567	1.655792
8.300781	4.707317	8.764648	1613.000000	1581.117095	0.793854
8.325195	6.707317	8.789062	1558.000000	1574.642293	-0.421628
8.349609	5.707317	8.813477	1548.000000	1568.225350	-0.514056
8.374023	5.707317	8.837891	1615.000000	1561.855642	1.322425
8.398437	6.707317	8.862305	1640.000000	1555.439514	2.088072
8.422852	7.707317	8.886719	1540.000000	1549.070619	-0.231141
8.447266	6.707317	8.911133	1574.000000	1542.779914	0.786922
8.471680	9.707317	8.935547	1513.000000	1536.515155	-0.604545
8.496094	7.707317	8.959961	1548.000000	1530.234696	0.451531
8.520508	9.707317	8.984375	1471.000000	1523.990526	-1.381630
8.544922	10.707317	9.008789	1596.000000	1517.772109	1.958146
8.569336	0.707317	9.033203	1544.000000	1511.631263	0.823763
8.593750	8.707317	9.057617	1459.000000	1505.411899	-1.215071
8.618164	6.707317	9.082031	1520.000000	1499.290878	0.531178
8.642578	7.707317	9.106445	1566.000000	1493.143181	1.841087
8.666992	3.707317	9.130859	1466.000000	1487.031224	-0.549285
8.691406	9.707317	9.155273	1541.000000	1480.916361	1.530576
8.715820	8.707317	9.179687	1377.000000	1474.826719	-2.636274
8.740234	5.707317	9.204102	1503.000000	1468.762194	0.883134
8.764648	0.707317	9.228516	1504.000000	1462.722681	1.064358
8.789062	2.707317	9.252930	1416.000000	1456.708078	-1.081805
8.813477	5.707317	9.277344	1450.000000	1450.718282	-0.018863
8.837891	7.707317	9.301758	1524.000000	1444.753191	2.029969
8.862305	0.707317	9.326172	1454.000000	1438.812702	0.398289
8.886719	2.707317	9.350586	1393.000000	1432.896715	-1.068960
8.911133	7.707317	9.375000	1481.000000	1427.005128	1.403056
8.935547	7.707317	9.399414	1413.000000	1421.137840	-0.216490
8.959961	3.707317	9.423828	1456.000000	1415.294752	1.066767
8.984375	4.707317	9.448242	1462.000000	1409.475764	1.373682
9.008789	4.707317	9.472656	1425.000000	1403.680776	0.564760
9.033203	9.707317	9.497070	1417.000000	1397.909688	0.507140
9.057617	-0.292683	9.521484	1390.000000	1392.162404	-0.058000
9.082031	6.707317	9.545898	1374.000000	1386.438824	-0.335572
9.106445	1.707317	9.570312	1361.000000	1380.738851	-0.535048
9.130859	2.707317	9.594727	1383.000000	1375.062386	0.213441
9.619141	1377.000000	1369.409335	0.204556
9.643555	1400.000000	1363.779599	0.968031
9.667969	1352.000000	1358.173082	-0.167886
9.692383	1298.000000	1352.589690	-1.515212
9.716797	1459.000000	1347.029326	2.931411
9.741211	1319.000000	1341.491895	-0.619304
9.765625	1317.000000	1335.977303	-0.522928
9.790039	1391.000000	1330.485457	1.622543
