Name des Datensatzes:	<3>
Wiederholrate [ns]:	19.580
Zeit Shift [ns] (fest):	0.000
Offset (fest):	3.549

Komponente 1
tau [ns]:	6.011265
A:	0.024447
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
8.569336	881.000000	887.373710	-0.214736
8.593750	856.000000	883.791437	-0.949892
8.618164	910.000000	880.223683	0.987075
8.642578	860.000000	876.670391	-0.568456
8.666992	869.000000	873.131500	-0.140152
8.691406	863.000000	869.606953	-0.224903
8.715820	888.000000	866.096691	0.735027
8.740234	856.000000	862.600657	-0.225606
8.764648	864.000000	859.118793	0.166062
8.789062	868.000000	855.651042	0.419151
8.813477	861.000000	852.197346	0.299994
8.837891	845.000000	848.757648	-0.129267
8.862305	888.000000	845.331891	1.431848
8.886719	812.000000	841.920020	-1.049987
8.911133	827.000000	838.521978	-0.400658
8.935547	847.000000	835.137708	0.407593
8.959961	883.000000	831.767156	1.724122
8.984375	801.000000	828.410265	-0.968494
9.008789	782.000000	825.066979	-1.540072
9.033203	820.000000	821.737245	-0.060667
9.057617	802.000000	818.421006	-0.579846
9.082031	789.000000	815.118209	-0.929833
9.106445	833.000000	811.828799	0.733539
9.130859	840.000000	808.552720	1.085034
9.155273	797.000000	805.289921	-0.293644
9.179687	832.000000	802.040346	1.038664
9.204102	795.000000	798.803942	-0.134912
9.228516	798.000000	795.580655	0.085644
9.252930	816.000000	792.370433	0.827200
9.277344	788.000000	789.173223	-0.041794
9.301758	751.000000	785.988971	-1.276766
9.326172	776.000000	782.817626	-0.244738
9.350586	797.000000	779.659134	0.614245
9.375000	772.000000	776.513444	-0.162442
9.399414	739.000000	773.380505	-1.264707
9.423828	779.000000	770.260263	0.313134
9.448242	744.000000	767.152669	-0.848818
9.472656	770.000000	764.057669	0.214147
9.497070	757.000000	760.975215	-0.144482
9.521484	731.000000	757.905254	-0.995127
9.545898	771.000000	754.847736	0.581710
9.570312	770.000000	751.802610	0.655788
9.594727	808.000000	748.769827	2.083710
9.619141	752.000000	745.749337	0.227938
9.643555	744.000000	742.741088	0.046154
9.667969	739.000000	739.745033	-0.027406
9.692383	743.000000	736.761121	0.228882
9.716797	758.000000	733.789304	0.879372
9.741211	722.000000	730.829531	-0.328601
9.765625	747.000000	727.881755	0.699500
9.790039	747.000000	724.945927	0.806916
9.814453	726.000000	722.021998	0.147638
9.838867	707.000000	719.109920	-0.455440
9.863281	744.000000	716.209645	1.018844
9.887695	728.000000	713.321126	0.544035
9.912109	699.000000	710.444314	-0.432864
9.936523	698.000000	707.579162	-0.362577
9.960937	723.000000	704.725623	0.679631
9.985352	672.000000	701.883650	-1.152787
10.009766	696.000000	699.053196	-0.115731
10.034180	710.000000	696.234215	0.516621
10.058594	725.000000	693.426658	1.172604
10.083008	704.000000	690.630482	0.503883
10.107422	714.000000	687.845639	0.978802
10.131836	738.000000	685.072083	1.948304
10.156250	712.000000	682.309768	1.112688
10.180664	677.000000	679.558650	-0.098337
10.205078	694.000000	676.818683	0.652194
10.229492	645.000000	674.089820	-1.145411
10.253906	672.000000	671.372019	0.024225
10.278320	675.000000	668.665233	0.243825
10.302734	658.000000	665.969418	-0.310680
10.327148	654.000000	663.284530	-0.363054
10.351562	687.000000	660.610524	1.006821
10.375977	660.000000	657.947356	0.079899
10.400391	711.000000	655.294982	2.089101
10.424805	687.000000	652.653359	1.310406
10.449219	662.000000	650.022442	0.465521
10.473633	658.000000	647.402189	0.413146
10.498047	639.000000	644.792557	-0.229150
10.522461	611.000000	642.193501	-1.261954
10.546875	604.000000	639.604980	-1.448746
10.571289	655.000000	637.026951	0.702265
10.595703	663.000000	634.459371	1.108426
10.620117	649.000000	631.902197	0.671147
10.644531	609.000000	629.355388	-0.824842
10.668945	641.000000	626.818902	0.560120
10.693359	622.000000	624.292697	-0.091929
10.717773	614.000000	621.776730	-0.313843
10.742187	611.000000	619.270961	-0.334607
10.766602	624.000000	616.775349	0.289218
10.791016	644.000000	614.289851	1.170744
10.815430	616.000000	611.814428	0.168642
10.839844	620.000000	609.349038	0.427753
10.864258	580.000000	606.893640	-1.116698
10.888672	637.000000	604.448195	1.289749
10.913086	602.000000	602.012661	-0.000516
10.937500	627.000000	599.586999	1.094770
10.961914	599.000000	597.171169	0.074724
10.986328	621.000000	594.765130	1.052769
11.010742	563.000000	592.368843	-1.237749
11.035156	567.000000	589.982269	-0.965165
11.059570	548.000000	587.605367	-1.691857
11.083984	577.000000	585.238100	-0.342957
11.108398	585.000000	582.880428	0.087634
11.132812	564.000000	580.532312	-0.696136
11.157227	532.000000	578.193713	-2.002751
11.181641	552.000000	575.864592	-1.015744
11.206055	610.000000	573.544912	1.476023
11.230469	590.000000	571.234634	0.772558
11.254883	562.000000	568.933720	-0.292481
11.279297	634.000000	566.642132	2.675123
11.303711	571.000000	564.359831	0.277882
11.328125	559.000000	562.086782	-0.130557
11.352539	532.000000	559.822945	-1.206278
11.376953	514.000000	557.568284	-1.921715
11.401367	568.000000	555.322762	0.531925
11.425781	579.000000	553.086341	1.076935
11.450195	551.000000	550.858984	0.006007
11.474609	492.000000	548.640656	-2.553558
11.499023	535.000000	546.431318	-0.494219
11.523437	558.000000	544.230936	0.582891
11.547852	551.000000	542.039471	0.381731
11.572266	577.000000	539.856890	1.546288
11.596680	547.000000	537.683154	0.398360
11.621094	547.000000	535.518229	0.490925
11.645508	551.000000	533.362079	0.751401
11.669922	477.000000	531.214668	-2.482319
11.694336	536.000000	529.075960	0.299073
11.718750	497.000000	526.945921	-1.343258
11.743164	511.000000	524.824516	-0.611561
11.767578	537.000000	522.711709	0.616585
11.791992	511.000000	520.607465	-0.425009
11.816406	496.000000	518.511751	-1.010807
11.840820	476.000000	516.424530	-1.852855
11.865234	486.000000	514.345769	-1.285790
11.889648	525.000000	512.275434	0.555346
11.914062	512.000000	510.213490	0.078953
11.938477	494.000000	508.159904	-0.637084
11.962891	486.000000	506.114641	-0.912419
11.987305	489.000000	504.077668	-0.681836
12.011719	493.000000	502.048951	-0.407544
12.036133	493.000000	500.028457	-0.316546
12.060547	525.000000	498.016152	1.177672
12.084961	528.000000	496.012003	1.392099
12.109375	466.000000	494.015977	-1.297815
12.133789	493.000000	492.028042	0.043775
12.158203	487.000000	490.048163	-0.138125
12.182617	470.000000	488.076310	-0.833798
12.207031	499.000000	486.112449	0.576926
12.231445	483.000000	484.156548	-0.052625
12.255859	497.000000	482.208574	0.663486
12.280273	515.000000	480.268496	1.530453
12.304687	480.000000	478.336281	0.075938
12.329102	478.000000	476.411897	0.072638
12.353516	482.000000	474.495314	0.341829
12.377930	466.000000	472.586498	-0.305114
12.402344	503.000000	470.685420	1.440836
12.426758	492.000000	468.792046	1.046295
12.451172	433.000000	466.906347	-1.629435
12.475586	500.000000	465.028291	1.563982
12.500000	453.000000	463.157847	-0.477257
12.524414	424.000000	461.294984	-1.811205
12.548828	455.000000	459.439672	-0.208135
12.573242	455.000000	457.591879	-0.121509
12.597656	446.000000	455.751576	-0.461751
12.622070	444.000000	453.918732	-0.470722
12.646484	443.000000	452.093316	-0.432036
12.670898	441.000000	450.275300	-0.441681
12.695312	421.000000	448.464652	-1.338545
12.719727	434.000000	446.661342	-0.607764
12.744141	455.000000	444.865342	0.475120
12.768555	428.000000	443.076622	-0.728756
12.792969	459.000000	441.295151	0.826392
12.817383	397.000000	439.520901	-2.134063
12.841797	404.000000	437.753842	-1.679316
12.866211	421.000000	435.993945	-0.730760
12.890625	384.000000	434.241182	-2.563860
12.915039	442.000000	432.495522	0.452082
12.939453	457.000000	430.756938	1.227599
12.963867	429.000000	429.025401	-0.001226
12.988281	408.000000	427.300882	-0.955536
13.012695	430.000000	425.583353	0.212990
13.037109	390.000000	423.872785	-1.715215
13.061523	408.000000	422.169150	-0.701477
13.085937	468.000000	420.472420	2.196963
13.110352	408.000000	418.782568	-0.533817
13.134766	405.000000	417.099565	-0.601232
13.159180	430.000000	415.423383	0.702947
13.183594	447.000000	413.753995	1.572482
13.208008	435.000000	412.091373	1.098385
13.232422	425.000000	410.435490	0.706483
13.256836	419.000000	408.786319	0.498971
13.281250	416.000000	407.143832	0.434209
13.305664	413.000000	405.508002	0.368657
13.330078	380.000000	403.878802	-1.224957
13.354492	387.000000	402.256206	-0.775517
13.378906	389.000000	400.640187	-0.590181
13.403320	365.000000	399.030717	-1.781249
13.427734	411.000000	397.427771	0.669469
13.452148	396.000000	395.831322	0.008476
13.476562	391.000000	394.241344	-0.163922
13.500977	417.000000	392.657809	1.192042
13.525391	372.000000	391.080694	-0.989288
13.549805	409.000000	389.509970	0.963720
13.574219	431.000000	387.945613	2.073857
13.598633	400.000000	386.387597	0.680620
13.623047	381.000000	384.835895	-0.196519
13.647461	421.000000	383.290482	1.837849
13.671875	360.000000	381.751334	-1.146396
13.696289	375.000000	380.218424	-0.269478
13.720703	387.000000	378.691727	0.422333
13.745117	338.000000	377.171217	-2.130633
13.769531	366.000000	375.656871	-0.504773
13.793945	363.000000	374.148663	-0.585153
13.818359	369.000000	372.646567	-0.189833
13.842773	343.000000	371.150560	-1.519987
13.867187	362.000000	369.660616	-0.402633
13.891602	420.000000	368.176712	2.528718
13.916016	358.000000	366.698821	-0.459747
13.940430	386.000000	365.226921	1.057322
13.964844	310.000000	363.760987	-3.053419
13.989258	372.000000	362.300994	0.502870
14.013672	380.000000	360.846919	0.982532
14.038086	373.000000	359.398738	0.704247
14.062500	390.000000	357.956426	1.622589
14.086914	360.000000	356.519960	0.183414
14.111328	354.000000	355.089316	-0.057897
14.135742	372.000000	353.664471	0.950653
14.160156	356.000000	352.245401	0.198993
14.184570	367.000000	350.832083	0.843958
14.208984	315.000000	349.424493	-1.939600
14.233398	381.000000	348.022608	1.689483
14.257812	319.000000	346.626406	-1.546782
14.282227	345.000000	345.235862	-0.012698
14.306641	346.000000	343.850954	0.115533
14.331055	325.000000	342.471660	-0.969153
14.355469	351.000000	341.097956	0.528532
14.379883	343.000000	339.729820	0.176573
14.404297	342.000000	338.367229	0.196438
14.428711	343.000000	337.010161	0.323421
14.453125	330.000000	335.658594	-0.311495
